Date,Date,Value,D-value,Rate
535,2/28/18,10370.165,639.21667,0.06163997 
536,2003/1/18,11009.38167,-78.26167,-0.00710863 
537,2003/2/18,10931.12,395.82833,0.03621114 
538,2003/3/18,11326.94833,103.23334,0.00911396 
539,2003/4/18,11430.18167,86.64833,0.00758066 
540,2003/5/18,11516.83,-753.63167,-0.06543742 
541,2003/6/18,10763.19833,-645.14033,-0.05993946 
542,2003/7/18,10118.058,-197.598,-0.01952924 
543,2003/8/18,9920.46,-831.181667,-0.08378459 
544,2003/9/18,9089.278333,-343.276333,-0.03776717 
545,2003/10/18,8746.002,31.368,0.00358655 
546,2003/11/18,8777.37,405.473333,0.04619531 
547,2003/12/18,9182.843333,-28.143333,-0.00306477 
548,3/13/18,9154.7,-1.16,-0.00012671 
549,3/14/18,9153.54,-795.418333,-0.08689735 
550,3/15/18,8358.121667,172.280333,0.02061233 
551,3/16/18,8530.402,-232.512,-0.02725686 
552,3/17/18,8297.89,-126.475,-0.01524183 
553,3/18/18,8171.415,240.618333,0.02944635 
554,3/19/18,8412.033333,193.606667,0.02301544 
555,3/20/18,8605.64,342.113333,0.03975455 
556,3/21/18,8947.753333,-257.345,-0.02876085 
557,3/22/18,8690.408333,34.961667,0.00402302 
558,3/23/18,8725.37,-62.991667,-0.00721937 
559,3/24/18,8662.378333,-45.081666,-0.00520431 
560,3/25/18,8617.296667,-159.336667,-0.01849033 
561,3/26/18,8457.96,-581.765,-0.06878313 
562,3/27/18,7876.195,84.185,0.01068854 
563,3/28/18,7960.38,-9.77,-0.00122733 
564,3/29/18,7950.61,-1068.078333,-0.13433917 
565,3/30/18,6882.531667,52.948333,0.00769315 
566,3/31/18,6935.48,2.08,0.00029991 
567,2004/1/18,6937.56,98.288333,0.01416757 
568,2004/2/18,7035.848333,374.586667,0.05323973 
569,2004/3/18,7410.435,16.045,0.00216519 
570,2004/4/18,7426.48,-599.97,-0.08078794 
571,2004/5/18,6826.51,-222.633333,-0.03261305 
572,2004/6/18,6603.876667,30.803333,0.00466443 
573,2004/7/18,6634.68,382.976667,0.05772346 
574,2004/8/18,7017.656667,-318.383334,-0.04536890 
575,2004/9/18,6699.273333,85.136667,0.01270834 
576,2004/10/18,6784.41,141.856667,0.02090921 
577,2004/11/18,6926.266667,921.578333,0.13305557 
578,2004/12/18,7847.845,93.615,0.01192875 
579,4/13/18,7941.46,95.051051,0.01196896 
580,4/14/18,8036.511051,304.237282,0.03785689 
581,4/15/18,8340.748333,27.351667,0.00327928 
582,4/16/18,8368.1,-472.683074,-0.05648631 
583,4/17/18,7895.416926,269.5205,0.03413632 
584,4/18/18,8164.937426,11.022574,0.00134999 
585,4/19/18,8175.96,676.758333,0.08277417 
586,4/20/18,8852.718333,-45.513333,-0.00514117 
587,4/21/18,8807.205,123.395,0.01401069 
588,4/22/18,8930.6,3.261667,0.00036522 
589,4/23/18,8933.861667,621.680333,0.06958697 
590,4/24/18,9555.542,102.568,0.01073388 
591,4/25/18,9658.11,-399.711667,-0.04138612 
592,4/26/18,9258.398333,-248.078333,-0.02679495 
593,4/27/18,9010.32,-81.77,-0.00907515 
594,4/28/18,8928.55,405.731667,0.04544206 
595,4/29/18,9334.281667,-74.711667,-0.00800401 
596,4/30/18,9259.57,-20.02,-0.00216209 
597,2005/1/18,9239.55,-18.124,-0.00196157 
598,2005/2/18,9221.426,417.842333,0.04531212 
599,2005/3/18,9639.268333,114.081667,0.01183510 
600,2005/4/18,9753.35,49.956667,0.00512200 
601,2005/5/18,9803.306667,-173.17039,-0.01766449 
602,2005/6/18,9630.136277,1.303723,0.00013538 
603,2005/7/18,9631.44,-402.831667,-0.04182466 
604,2005/8/18,9228.608333,93.433334,0.01012431 
605,2005/9/18,9322.041667,-11.671667,-0.00125205 
606,2005/10/18,9310.37,-841.582,-0.09039190 
607,2005/11/18,8468.788,15.558667,0.00183718 
608,2005/12/18,8484.346667,-20.826667,-0.00245472 
609,5/13/18,8463.52,188.518333,0.02227422 
610,5/14/18,8652.038333,-140.580333,-0.01624823 
611,5/15/18,8511.458,-40.398,-0.00474631 
612,5/16/18,8471.06,-364.941667,-0.04308099 
613,5/17/18,8106.118333,133.936667,0.01652291 
614,5/18/18,8240.055,-0.975,-0.00011832 
615,5/19/18,8239.08,268.326667,0.03256755 
616,5/20/18,8507.406667,-121.85048,-0.01432287 
617,5/21/18,8385.556187,11.073813,0.00132058 
618,5/22/18,8396.63,-840.89,-0.10014613 
619,5/23/18,7555.74,10.453333,0.00138350 
620,5/24/18,7566.193333,10.586667,0.00139921 
621,5/25/18,7576.78,-233.871667,-0.03086689 
622,5/26/18,7342.908333,18.923334,0.00257709 
623,5/27/18,7361.831667,-17.271667,-0.00234611 
624,5/28/18,7344.56,115.316667,0.01570096 
625,5/29/18,7459.876667,-74.481667,-0.00998430 
626,5/30/18,7385.395,1.325,0.00017941 
627,5/31/18,7386.72,148.426667,0.02009372 
628,2006/1/18,7535.146667,110,0.01459826 
629,2006/2/18,7645.146667,-8.006667,-0.00104729 
630,2006/3/18,7637.14,-136.866667,-0.01792119 
631,2006/4/18,7500.273333,115.448809,0.01539261 
632,2006/5/18,7615.722142,3.707858,0.00048687 
633,2006/6/18,7619.43,56.841667,0.00746009 
634,2006/7/18,7676.271667,-56.118334,-0.00731062 
635,2006/8/18,7620.153333,-4.613333,-0.00060541 
636,2006/9/18,7615.54,-838.651667,-0.11012373 
637,2006/10/18,6776.888333,98.79,0.01457749 
638,2006/11/18,6875.678333,3.631667,0.00052819 
639,2006/12/18,6879.31,-563.61,-0.08192827 
640,6/13/18,6315.7,331.313333,0.05245869 
641,6/14/18,6647.013333,-9.603333,-0.00144476 
642,6/15/18,6637.41,-127.983333,-0.01928212 
643,6/16/18,6509.426667,-45.015,-0.00691536 
644,6/17/18,6464.411667,-18.621667,-0.00288064 
645,6/18/18,6445.79,291.21,0.04517833 
646,6/19/18,6737,-22.281667,-0.00330736 
647,6/20/18,6714.718333,46.111667,0.00686725 
648,6/21/18,6760.83,-428.256667,-0.06334380 
649,6/22/18,6332.573333,-190.9675,-0.03015638 
650,6/23/18,6141.605833,28.854167,0.00469815 
651,6/24/18,6170.46,40.9875,0.00664254 
652,6/25/18,6211.4475,7.1475,0.00115070 
653,6/26/18,6218.595,-121.135,-0.01947948 
654,6/27/18,6097.46,10.436154,0.00171156 
655,6/28/18,6107.896154,-199.193654,-0.03261248 
656,6/29/18,5908.7025,314.5775,0.05323969 
657,6/30/18,6223.28,151.474167,0.02433992 
658,2007/1/18,6374.754167,91.315,0.01432447 
659,2007/2/18,6466.069167,160.370833,0.02480190 
660,2007/3/18,6626.44,-33.150833,-0.00500281 
661,2007/4/18,6593.289167,10.0875,0.00152996 
662,2007/5/18,6603.376667,-47.866667,-0.00724882 
663,2007/6/18,6555.51,38.771667,0.00591436 
664,2007/7/18,6594.281667,159.2775,0.02415388 
665,2007/8/18,6753.559167,-29.519167,-0.00437091 
666,2007/9/18,6724.04,-213.248333,-0.03171432 
667,2007/10/18,6510.791667,-133.428334,-0.02049341 
668,2007/11/18,6377.363333,25.816667,0.00404817 
669,2007/12/18,6403.18,-158.8225,-0.02480369 
670,7/13/18,6244.3575,-3.3575,-0.00053769 
671,7/14/18,6241,7.84,0.00125621 
672,7/15/18,6248.84,265.550833,0.04249602 
673,7/16/18,6514.390833,355.52,0.05457456 
674,7/17/18,6869.910833,451.709167,0.06575182 
675,7/18/18,7321.62,74.781667,0.01021381 
676,7/19/18,7396.401667,31.643333,0.00427821 
677,7/20/18,7428.045,-93.055,-0.01252752 
678,7/21/18,7334.99,116.299167,0.01585540 
679,7/22/18,7451.289167,238.595,0.03202063 
680,7/23/18,7689.884167,25.215833,0.00327909 
681,7/24/18,7715.1,536.065,0.06948257 
682,7/25/18,8251.165,-63.840833,-0.00773719 
683,7/26/18,8187.324167,-247.514167,-0.03023139 
684,7/27/18,7939.81,242.441667,0.03053495 
685,7/28/18,8182.251667,24.09,0.00294418 
686,7/29/18,8206.341667,14.568333,0.00177525 
687,7/30/18,8220.91,-304.109167,-0.03699215 
688,7/31/18,7916.800833,-345.931666,-0.04369589 
689,2008/1/18,7570.869167,36.830833,0.00486481 
690,2008/2/18,7607.7,-213.200833,-0.02802435 
691,2008/3/18,7394.499167,-146.73,-0.01984313 
692,2008/4/18,7247.769167,-236.489167,-0.03262924 
693,2008/5/18,7011.28,-23.200833,-0.00330907 
694,2008/6/18,6988.079167,5.434166,0.00077763 
695,2008/7/18,6993.513333,-275.283333,-0.03936267 
696,2008/8/18,6718.23,-321.4575,-0.04784854 
697,2008/9/18,6396.7725,-0.277833,-0.00004343 
698,2008/10/18,6396.494667,-257.534667,-0.04026184 
699,2008/11/18,6138.96,172.171667,0.02804574 
700,2008/12/18,6311.131667,35.938333,0.00569444 
701,8/13/18,6347.07,-94.94,-0.01495808 
702,8/14/18,6252.13,110.546923,0.01768148 
703,8/15/18,6362.676923,-20.047692,-0.00315083 
704,8/16/18,6342.629231,-29.879231,-0.00471086 
705,8/17/18,6312.75,123.970833,0.01963817 
706,8/18/18,6436.720833,-32.6575,-0.00507362 
707,8/19/18,6404.063333,82.516667,0.01288505 
708,8/20/18,6486.58,-85.333846,-0.01315544 
709,8/21/18,6401.246154,173.983013,0.02717955 
710,8/22/18,6575.229167,-220.659167,-0.03355916 
711,8/23/18,6354.57,189.075714,0.02975429 
712,8/24/18,6543.645714,175.783517,0.02686324 
713,8/25/18,6719.429231,18.840769,0.00280392 
714,8/26/18,6738.27,-19.003846,-0.00282029 
715,8/27/18,6719.266154,280.773846,0.04178639 
716,8/28/18,7000.04,78.15,0.01116422 
717,8/29/18,7078.19,-145.5275,-0.02055999 
718,8/30/18,6932.6625,49.283654,0.00710891 
719,8/31/18,6981.946154,36.833846,0.00527558 
720,2009/1/18,7018.78,229.155385,0.03264889 
721,2009/2/18,7247.935385,13.013846,0.00179552 
722,2009/3/18,7260.949231,4.130769,0.00056890 
723,2009/4/18,7265.08,-152.010769,-0.02092348 
724,2009/5/18,7113.069231,-679.797564,-0.09557022 
725,2009/6/18,6433.271667,67.918333,0.01055736 
726,2009/7/18,6501.19,-135.0825,-0.02077812 
727,2009/8/18,6366.1075,-79.681667,-0.01251654 
728,2009/9/18,6286.425833,-45.445833,-0.00722920 
729,2009/10/18,6240.98,55.340833,0.00886733 
730,2009/11/18,6296.320833,-23.183333,-0.00368204 
731,2009/12/18,6273.1375,52.9025,0.00843318 
732,9/13/18,6326.04,173.0225,0.02735084 
733,9/14/18,6499.0625,19.5925,0.00301467 
734,9/15/18,6518.655,3.735,0.00057297 
735,9/16/18,6522.39,-121.789167,-0.01867248 
736,9/17/18,6400.600833,-103.969166,-0.01624366 
737,9/18/18,6296.631667,45.758333,0.00726711 
738,9/19/18,6342.39,76.172667,0.01201009 
739,9/20/18,6418.562667,251.428166,0.03917204 
740,9/21/18,6669.990833,86.129167,0.01291294 
741,9/22/18,6756.12,-45.675,-0.00676054 
742,9/23/18,6710.445,-71.140833,-0.01060151 
743,9/24/18,6639.304167,-55.854167,-0.00841265 
744,9/25/18,6583.45,-114.818333,-0.01744045 
745,9/26/18,6468.631667,66.845,0.01033372 
746,9/27/18,6535.476667,150.603333,0.02304397 
747,9/28/18,6686.08,-135.605833,-0.02028181 
748,9/29/18,6550.474167,42.660833,0.00651263 
749,9/30/18,6593.135,17.885,0.00271267 
750,2010/1/18,6611.02,-48.378333,-0.00731783 
751,2010/2/18,6562.641667,-92.239167,-0.01405519 
752,2010/3/18,6470.4025,13.3275,0.00205976 
753,2010/4/18,6483.73,84.819167,0.01308185 
754,2010/5/18,6568.549167,12.9375,0.00196961 
755,2010/6/18,6581.486667,-7.866667,-0.00119527 
756,2010/7/18,6573.62,44.947692,0.00683759 
757,2010/8/18,6618.567692,3.143975,0.00047502 
758,2010/9/18,6621.711667,5.138333,0.00077598 
759,2010/10/18,6626.85,-378.214167,-0.05707299 
760,2010/11/18,6248.635833,11.895,0.00190362 
761,2010/12/18,6260.530833,-13.530833,-0.00216129 
762,10/13/18,6247,52.399167,0.00838789 
763,10/14/18,6299.399167,153.1725,0.02431541 
764,10/15/18,6452.571667,146.598333,0.02271937 
765,10/16/18,6599.17,-2.893846,-0.00043852 
766,10/17/18,6596.276154,-28.235385,-0.00428050 
767,10/18/18,6568.040769,-58.430769,-0.00889623 
768,10/19/18,6509.61,-20.784167,-0.00319284 
769,10/20/18,6488.825833,42.775834,0.00659223 
770,10/21/18,6531.601667,-26.821667,-0.00410645 
771,10/22/18,6504.78,-23.354,-0.00359028 
772,10/23/18,6481.426,26.884,0.00414785 
773,10/24/18,6508.31,-18.54,-0.00284867 
774,10/25/18,6489.77,-16.016667,-0.00246799 
775,10/26/18,6473.753333,-7.835833,-0.00121040 
776,10/27/18,6465.9175,-8.7075,-0.00134668 
777,10/28/18,6457.21,-74.541667,-0.01154394 
778,10/29/18,6382.668333,-73.215476,-0.01147098 
779,10/30/18,6309.452857,-7.842857,-0.00124303 
780,10/31/18,6301.61,40.670833,0.00645404 
781,2011/1/18,6342.280833,45.393334,0.00715726 
782,2011/2/18,6387.674167,2.745833,0.00042986 
783,2011/3/18,6390.42,1.453333,0.00022742 
784,2011/4/18,6391.873333,45.091667,0.00705453 
785,2011/5/18,6436.965,0.795,0.00012351 
786,2011/6/18,6437.76,101.03,0.01569335 
787,2011/7/18,6538.79,-52.538333,-0.00803487 
788,2011/8/18,6486.251667,-41.281667,-0.00636449 
789,2011/9/18,6444.97,-45.936667,-0.00712752 
790,2011/10/18,6399.033333,-20.765,-0.00324502 
791,2011/11/18,6378.268333,30.261667,0.00474450 
792,2011/12/18,6408.53,-36.466667,-0.00569033 
793,11/13/18,6372.063333,-195.908333,-0.03074488 
794,11/14/18,6176.155,-419.385,-0.06790390 
795,11/15/18,5756.77,-160.5775,-0.02789368 
796,11/16/18,5596.1925,-37.949167,-0.00678125 
797,11/17/18,5558.243333,14.196667,0.00255416 
798,11/18/18,5572.44,-268.4975,-0.04818311 
799,11/19/18,5303.9425,-631.9725,-0.11915146 
800,11/20/18,4671.97,-179.99,-0.03852550 
801,11/21/18,4491.98,56.8175,0.01264865 
802,11/22/18,4548.7975,-239.46,-0.05264248 
803,11/23/18,4309.3375,43.6425,0.01012743 
804,11/24/18,4352.98,-529.468333,-0.12163353 
805,11/25/18,3823.511667,97.025,0.02537589 
806,11/26/18,3920.536667,-127.186667,-0.03244114 
807,11/27/18,3793.35,310.103846,0.08174934 
808,11/28/18,4103.453846,160.329487,0.03907184 
809,11/29/18,4263.783333,14.986667,0.00351488 
810,11/30/18,4278.77,-161.9925,-0.03785960 
811,2012/1/18,4116.7775,50.769167,0.01233226 
812,2012/2/18,4167.546667,-26.946667,-0.00646583 
813,2012/3/18,4140.6,-179.106667,-0.04325621 
814,2012/4/18,3961.493333,-103.144166,-0.02603669 
815,2012/5/18,3858.349167,-113.369167,-0.02938282 
816,2012/6/18,3744.98,-339.336667,-0.09061108 
817,2012/7/18,3405.643333,29.696667,0.00871984 
818,2012/8/18,3435.34,18.32,0.00533281 
819,2012/9/18,3453.66,70.3,0.02035522 
820,2012/10/18,3523.96,-97.77,-0.02774436 
821,2012/11/18,3426.19,-18.91,-0.00551925 
822,2012/12/18,3407.28,-0.5175,-0.00015188 
823,12/13/18,3406.7625,-128.388333,-0.03768632 
824,12/14/18,3278.374167,-35.954167,-0.01096707 
825,12/15/18,3242.42,28.818333,0.00888791 
826,12/16/18,3271.238333,121.166667,0.03704000 
827,12/17/18,3392.405,164.135,0.04838308 
828,12/18/18,3556.54,251.5025,0.07071550 
829,12/19/18,3808.0425,174.808333,0.04590504 
830,12/20/18,3982.850833,152.339167,0.03824878 
831,12/21/18,4135.19,-224.216667,-0.05422161 
832,12/22/18,3910.973333,116.505,0.02978926 
833,12/23/18,4027.478333,-32.308333,-0.00802198 
834,12/24/18,3995.17,-181.29,-0.04537729 
835,12/25/18,3813.88,11.499167,0.00301508 
836,12/26/18,3825.379167,22.830833,0.00596825 
837,12/27/18,3848.21,-104.305,-0.02710481 
838,12/28/18,3743.905,168.380833,0.04497465 
839,12/29/18,3912.285833,-141.925833,-0.03627696 
840,12/30/18,3770.36,21.185833,0.00561905 
841,12/31/18,3791.545833,-39.274166,-0.01035835 
842,2001/1/19,3752.271667,103.608333,0.02761216 
843,2001/2/19,3855.88,9.9175,0.00257205 
844,2001/3/19,3865.7975,-43.170833,-0.01116738 
845,2001/4/19,3822.626667,33.993333,0.00889266 
846,2001/5/19,3856.62,63.836667,0.01655249 
847,2001/6/19,3920.456667,115.636666,0.02949571 
848,2001/7/19,4036.093333,-3.843333,-0.00095224 
849,2001/8/19,4032.25,1.888333,0.00046831 
850,2001/9/19,4034.138333,-221.5525,-0.05491941 
851,2001/10/19,3812.585833,-166.335833,-0.04362809 
852,2001/11/19,3646.25,0.095833,0.00002628 
853,2001/12/19,3646.345833,-46.504166,-0.01275364 
854,1/13/19,3599.841667,-67.881667,-0.01885685 
855,1/14/19,3531.96,124.825,0.03534157 
856,1/15/19,3656.785,-35.514167,-0.00971186 
857,1/16/19,3621.270833,0.159167,0.00004395 
858,1/17/19,3621.43,10.965,0.00302781 
859,1/18/19,3632.395,58.128333,0.01600276 
860,1/19/19,3690.523333,13.456667,0.00364628 
861,1/20/19,3703.98,-155.5525,-0.04199604 
862,1/21/19,3548.4275,-8.4075,-0.00236936 
863,1/22/19,3540.02,47.33,0.01336998 
864,1/23/19,3587.35,-20.95,-0.00583997 
865,1/24/19,3566.4,19.85,0.00556584 
866,1/25/19,3586.25,-8.46,-0.00235901 
867,1/26/19,3577.79,-1.49,-0.00041646 
868,1/27/19,3576.3,-21.8,-0.00609569 
869,1/28/19,3554.5,-105.92,-0.02979885 
870,1/29/19,3448.58,-26.98,-0.00782351 
871,1/30/19,3421.6,48.4,0.01414543 
872,1/31/19,3470,-25.19,-0.00725937 
873,2002/1/19,3444.81,30.52,0.00885970 
874,2002/2/19,3475.33,30.89,0.00888836 
875,2002/3/19,3506.22,-50.2,-0.01431741 
876,2002/4/19,3456.02,-3.67,-0.00106192 
877,2002/5/19,3452.35,14.99,0.00434197 
878,2002/6/19,3467.34,-61.64,-0.01777732 
879,2002/7/19,3405.7,-10.94,-0.00321226 
880,2002/8/19,3394.76,266.32,0.07845032 
881,2002/9/19,3661.08,3.3,0.00090137 
882,2002/10/19,3664.38,21.91,0.00597918 
883,2002/11/19,3686.29,-56.82,-0.01541387 
884,2002/12/19,3629.47,2.95,0.00081279 
885,2/13/19,3632.42,-17.92,-0.00493335 
886,2/14/19,3614.5,-14.19,-0.00392585 
887,2/15/19,3600.31,7.89,0.00219148 
888,2/16/19,3608.2,11.35,0.00314561 
889,2/17/19,3619.55,51.19,0.01414264 
890,2/18/19,3670.74,240.06,0.06539826 
891,2/19/19,3910.8,15.73,0.00402219 
892,2/20/19,3926.53,60.65,0.01544621 
893,2/21/19,3987.18,-42.3,-0.01060900 
894,2/22/19,3944.88,38.6,0.00978484 
895,2/23/19,3983.48,156.12,0.03919186 
896,2/24/19,4139.6,-372.71,-0.09003527 
897,2/25/19,3766.89,81.44,0.02161996 
898,2/26/19,3848.33,-16.88,-0.00438632 
899,2/27/19,3831.45,1.78,0.00046458 
900,2/28/19,3833.23,16.85,0.00439577 
901,2003/1/19,3850.08,-15.46,-0.00401550 
902,2003/2/19,3834.62,-3.18,-0.00082929 
903,2003/3/19,3831.44,-16.86,-0.00440043 
904,2003/4/19,3814.58,-83.6,-0.02191591 
905,2003/5/19,3730.98,141.27,0.03786405 
906,2003/6/19,3872.25,4.6,0.00118794 
907,2003/7/19,3876.85,9.97,0.00257168 
908,2003/8/19,3886.82,-10.86,-0.00279406 
909,2003/9/19,3875.96,74.6,0.01924684 
910,2003/10/19,3950.56,-22.39,-0.00566755 
911,2003/11/19,3928.17,-47.08,-0.01198522 
912,2003/12/19,3881.09,11.42,0.00294247 
913,3/13/19,3892.51,-14.74,-0.00378676 
914,3/14/19,3877.77,7.44,0.00191863 
915,3/15/19,3885.21,51.29,0.01320135 
916,3/16/19,3936.5,79.45,0.02018290 
917,3/17/19,4015.95,-21.03,-0.00523662 
918,3/18/19,3994.92,3.85,0.00096372 
919,3/19/19,3998.77,30.34,0.00758733 
920,3/20/19,4029.11,27.29,0.00677321 
921,3/21/19,4056.4,-64.06,-0.01579233 
922,3/22/19,3992.34,6.72,0.00168322 
923,3/23/19,3999.06,12.86,0.00321576 
924,3/24/19,4011.92,-17.81,-0.00443927 
925,3/25/19,3994.11,-58.22,-0.01457646 
926,3/26/19,3935.89,11.85,0.00301075 
927,3/27/19,3947.74,100.77,0.02552600 
928,3/28/19,4048.51,-11.14,-0.00275163 
929,3/29/19,4037.37,78.18,0.01936409 
930,3/30/19,4115.55,-1.11,-0.00026971 
931,3/31/19,4114.44,-0.28,-0.00006805 
932,2004/1/19,4114.16,38.37,0.00932633 
933,2004/2/19,4152.53,730.35,0.17588073 
934,2004/3/19,4882.88,76.93,0.01575505 
935,2004/4/19,4959.81,-48.57,-0.00979271 
936,2004/5/19,4911.24,117.53,0.02393082 
937,2004/6/19,5028.77,24.75,0.00492168 
938,2004/7/19,5053.52,135.87,0.02688621 
939,2004/8/19,5189.39,79.32,0.01528503 
940,2004/9/19,5268.71,-92.9,-0.01763240 
941,2004/10/19,5175.81,134.37,0.02596115 
942,2004/11/19,5310.18,-275.16,-0.05181745 
943,2004/12/19,5035.02,37.83,0.00751338 
944,4/13/19,5072.85,-8.23,-0.00162236 
945,4/14/19,5064.62,87.89,0.01735372 
946,4/15/19,5152.51,-116.33,-0.02257735 
947,4/16/19,5036.18,160.47,0.03186344 
948,4/17/19,5196.65,23.72,0.00456448 
949,4/18/19,5220.37,55.94,0.01071572 
950,4/19/19,5276.31,0.73,0.00013835 
951,4/20/19,5277.04,32.24,0.00610949 
952,4/21/19,5309.28,-27.45,-0.00517019 
953,4/22/19,5281.83,95.36,0.01805435 
954,4/23/19,5377.19,140.97,0.02621630 
955,4/24/19,5518.16,-83.97,-0.01521703 
956,4/25/19,5434.19,-238.58,-0.04390351 
957,4/26/19,5195.61,97.22,0.01871195 
958,4/27/19,5292.83,-12.64,-0.00238814 
959,4/28/19,5280.19,21.1,0.00399607 
960,4/29/19,5301.29,-40.64,-0.00766606 
961,4/30/19,5260.65,9.14,0.00173743 
962,2005/1/19,5269.79,56.88,0.01079360 
963,2005/2/19,5326.67,63.49,0.01191927 
964,2005/3/19,5390.16,266.98,0.04953100 
965,2005/4/19,5657.14,113.94,0.02014092 
966,2005/5/19,5771.08,-53.42,-0.00925650 
967,2005/6/19,5717.66,-33.19,-0.00580482 
968,2005/7/19,5684.47,71.25,0.01253415 
969,2005/8/19,5755.72,181,0.03144698 
970,2005/9/19,5936.72,210.19,0.03540507 
971,2005/10/19,6146.91,201.11,0.03271725 
972,2005/11/19,6348.02,900.29,0.14182217 
973,2005/12/19,7248.31,-269.68,-0.03720591 
974,5/13/19,6978.63,844.48,0.12100942 
975,5/14/19,7823.11,169.58,0.02167680 
976,5/15/19,7992.69,214.21,0.02680074 
977,5/16/19,8206.9,-320.94,-0.03910612 
978,5/17/19,7885.96,-523.74,-0.06641423 
979,5/18/19,7362.22,-97.17,-0.01319846 
980,5/19/19,7265.05,928.65,0.12782431 
981,5/20/19,8193.7,-186.67,-0.02278214 
982,5/21/19,8007.03,-54.53,-0.00681027 
983,5/22/19,7952.5,-326.57,-0.04106507 
984,5/23/19,7625.93,254.36,0.03335462 
985,5/24/19,7880.29,122.97,0.01560476 
986,5/25/19,8003.26,68.19,0.00852028 
987,5/26/19,8071.45,672.97,0.08337659 
988,5/27/19,8744.42,25.64,0.00293216 
989,5/28/19,8770.06,-50.18,-0.00572174 
990,5/29/19,8719.88,-56.9,-0.00652532 
991,5/30/19,8662.98,-390.52,-0.04507918 
992,5/31/19,8272.46,281.35,0.03401044 
993,2006/1/19,8553.81,0.99,0.00011574 
994,2006/2/19,8554.8,184.23,0.02153528 
995,2006/3/19,8739.03,-604.11,-0.06912781 
996,2006/4/19,8134.92,-459.12,-0.05643817 
997,2006/5/19,7675.8,110.24,0.01436202 
998,2006/6/19,7786.04,17.19,0.00220780 
999,2006/7/19,7803.23,195.06,0.02499734 
1000,2006/8/19,7998.29,-66.95,-0.00837054 
1001,2006/9/19,7931.34,-290.73,-0.03665585 
1002,2006/10/19,7640.61,379.77,0.04970415 
1003,2006/11/19,8020.38,-102.8,-0.01281735 
1004,2006/12/19,7917.58,255.48,0.03226744 
1005,6/13/19,8173.06,64.82,0.00793093 
1006,6/14/19,8237.88,455.72,0.05532006 
1007,6/15/19,8693.6,165.87,0.01907955 
1008,6/16/19,8859.47,119.52,0.01349065 
1009,6/17/19,8978.99,348.49,0.03881171 
1010,6/18/19,9327.48,-251.3,-0.02694190 
1011,6/19/19,9076.18,205.52,0.02264389 
1012,6/20/19,9281.7,249.65,0.02689701 
1013,6/21/19,9531.35,678.03,0.07113683 
1014,6/22/19,10209.38,459.25,0.04498314 
1015,6/23/19,10668.63,145.85,0.01367092 
1016,6/24/19,10814.48,203.02,0.01877298 
1017,6/25/19,11017.5,748.9,0.06797368 
1018,6/26/19,11766.4,1166.15,0.09910848 
1019,6/27/19,12932.55,-1799.7,-0.13916049 
1020,6/28/19,11132.85,1241.5,0.11151682 
1021,6/29/19,12374.35,-483.97,-0.03911074 
1022,6/30/19,11890.38,-1152.65,-0.09693971 
1023,2007/1/19,10737.73,-159.01,-0.01480853 
1024,2007/2/19,10578.72,226.68,0.02142792 
1025,2007/3/19,10805.4,1179.36,0.10914543 
1026,2007/4/19,11984.76,-824.27,-0.06877651 
1027,2007/5/19,11160.49,-205.33,-0.01839794 
1028,2007/6/19,10955.16,276.88,0.02527393 
1029,2007/7/19,11232.04,244.97,0.02180993 
1030,2007/8/19,11477.01,836.07,0.07284737 
1031,2007/9/19,12313.08,273.7,0.02222839 
1032,2007/10/19,12586.78,-486.88,-0.03868186 
1033,2007/11/19,12099.9,-747.03,-0.06173853 
1034,2007/12/19,11352.87,451.1,0.03973445 
1035,7/13/19,11803.97,-414.87,-0.03514665 
1036,7/14/19,11389.1,-1202.14,-0.10555180 
1037,7/15/19,10186.96,686.54,0.06739400 
1038,7/16/19,10873.5,-1475.78,-0.13572263 
1039,7/17/19,9397.72,276.56,0.02942841 
1040,7/18/19,9674.28,964.28,0.09967460 
1041,7/19/19,10638.56,-102.81,-0.00966390 
1042,7/20/19,10535.75,229.15,0.02174976 
1043,7/21/19,10764.9,-177.49,-0.01648784 
1044,7/22/19,10587.41,-263.79,-0.02491544 
1045,7/23/19,10323.62,-479.32,-0.04642945 
1046,7/24/19,9844.3,-72.13,-0.00732708 
1047,7/25/19,9772.17,103,0.01054014 
1048,7/26/19,9875.17,-26.52,-0.00268552 
1049,7/27/19,9848.65,-374.66,-0.03804176 
1050,7/28/19,9473.99,56.01,0.00591198 
1051,7/29/19,9530,-28.67,-0.00300839 
1052,7/30/19,9501.33,87.8,0.00924081 
1053,7/31/19,9589.13,495.57,0.05168039 
1054,2008/1/19,10084.7,322.47,0.03197616 
1055,2008/2/19,10407.17,122.38,0.01175920 
1056,2008/3/19,10529.55,285.02,0.02706858 
1057,2008/4/19,10814.57,165.66,0.01531822 
1058,2008/5/19,10980.23,807.76,0.07356494 
1059,2008/6/19,11787.99,-322.32,-0.02734308 
1060,2008/7/19,11465.67,495.15,0.04318544 
1061,2008/8/19,11960.82,35.59,0.00297555 
1062,2008/9/19,11996.41,-139.77,-0.01165099 
1063,2008/10/19,11856.64,-574.42,-0.04844711 
1064,2008/11/19,11282.22,284.62,0.02522730 
1065,2008/12/19,11566.84,-180.58,-0.01561187 
1066,8/13/19,11386.26,-528.14,-0.04638398 
